45.146.165.37 - - [22/Jan/2022:00:11:10 -0500] "POST /cgi-bin/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1" 400 5633 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /cgi-bin/home.tcl HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /welcome.html HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/view-source?../../../../../../../etc/passwd HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/adminapi/base.cfc?wsdl HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /crossdomain.xml HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /bblog/xmlrpc.php HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /index.html HTTP/1.1" 200 963 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /Telerik.Web.UI.WebResource.axd?type=rau HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /cgi-bin/test-cgi HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /scripts/tools/newdsn.exe?driver=Microsoft%2BAccess%2BDriver%2B%28*.mdb%29&dsn=Web%20SQL&dbq=c:%5Ctemp%5Cxyz.mdb&newdb=CREATE_DB&attr= HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/faxsurvey?/bin/cat%20/etc/passwd HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /blogs/xmlsrv/xmlrpc.php HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /index.htm HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /common/index.jsf HTTP/1.1" 404 431 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/faxquery?/bin/cat%20/etc/passwd HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /Orion/Login.aspx HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/adminiapi/ HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/config.exp HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /xmlsrv/xmlrpc.php HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /struts2-blank/example/HelloWorld.action HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/administrator/ HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/awstats.pl?PluginMode=:print+%22x%22%2e(1042+%2b+1099)%2e%22x%22; HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /imc/fault/accessMgrServlet HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/administrator/enter.cfm HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/htmlscript?../../../../../../../etc/passwd HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "TRACK / HTTP/1.1" 501 499 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /xmlrpc/xmlrpc.php HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /flex2gateway/http HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/awstats/awstats.pl?PluginMode=:print+%22x%22%2e(1042+%2b+1099)%2e%22x%22; HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /data/login HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /c99.php HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /cgi/login HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /flex2gateway/httpsecure HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/scheduler/ HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /openam/oauth2/..;/ccversion/Version HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /conf/ssl/apache/integrity.key HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /messagebroker/http HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /?Class.classLoader.resources.cacheObjectMaxSize=foo HTTP/1.1" 200 963 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/servermanager/ HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/componentutils/cfcexplorer.cfc?method=getcfcinhtml&name=CFIDE.componentutils.cfcexplorer&path=../../../license.txt HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/AIR/ HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "HEAD http://www.google.com:80/ HTTP/1.1" 200 252 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/adminapi/customtags/soft404validationcheck.cfm HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /conf/ssl/apache/integrity-smartcenter.key HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /messagebroker/httpsecure HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/wizards/common/ HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /Orion/Login.aspx HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /go/add-on/business-continuity/api/cruise_config HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /~bin/true HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/componentutils/ HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/orm/ HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /phpmyadmin/ HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /CFIDE/adminapi/administrator.cfc? HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST / HTTP/1.1" 200 963 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/awstats.pl?debug=1 HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /ui/vropspluginui/rest/services/getstatus HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/soft404validationcheck.cfm HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST / HTTP/1.1" 200 963 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /createou HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/componentutils/cfcexplorer.cfc?method=getcfcinhtml&name=CFIDE.componentutils.cfcexplorer&path=../../../../license.html HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /struts2-rest-showcase HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /README.txt HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /_vti_bin/_vti_aut/author.dll HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/adminapi/customtags/l10n.cfm?attributes.id=test&attributes.file=../../administrator/mail/download.cfm&filename=../../lib/password.properties&attributes.locale=it&attributes.var=it&attributes.jscript=false&attributes.type=text/html&attributes.charset=UTF-8&thisTag.executionmode=end&thisTag.generatedContent=test HTTP/1.1" 404 432 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "TRACE / HTTP/1.1" 405 479 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /bb/ HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/appdeployment/ HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/htgrep/file=index.html&hdr=/etc/passwd HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/websocket/ HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/awstats/awstats.pl?debug=1 HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /autodiscover HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /dana-na/../dana/html5acc/guacamole/../../../../../../etc/passwd?/dana/html5acc/guacamole/ HTTP/1.1" 400 486 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /struts2-showcase/employee/save.action HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/portlets/ HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/wizards/common/utils.cfc?method=verifyldapserver&vserver=localhost&vport=22&vstart=&vusername=&vpassword=&returnformat=json HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/adminapi/customtags/l10n.cfm?attributes.id=test&attributes.file=../../administrator/mail/download.cfm&filename=../lib/password.properties&attributes.locale=it&attributes.var=it&attributes.jscript=false&attributes.type=text/html&attributes.charset=UTF-8&thisTag.executionmode=end&thisTag.generatedContent=test HTTP/1.1" 404 432 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/services/ HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /./RestAPI/LogonCustomization HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /?class.classLoader.resources.cacheObjectMaxSize=foo HTTP/1.1" 200 963 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /Orion/Login.aspx HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /tmui/login.jsp/..%3b/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/f5-release HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /default.shtml HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET / HTTP/1.1" 200 963 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/printenv.pl HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /AdvWorks/equipment/catalog_type.asp?ProductType=|shell(%22c:cmd.exe%22)| HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/adminapi/customtags/fusebox.cfm HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/adminapi/customtags/adss.cfm HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /ASPSamp/AdvWorks/equipment/catalog_type.asp?ProductType=|shell(%22c:cmd.exe%22)| HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /script/xmlrpc.php HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/h.cfm HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/phf?Qalias=%0A/bin/cat%20/etc/passwd HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/h9.cfm HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET / HTTP/1.1" 200 5523 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /server-status?auto HTTP/1.1" 403 4999 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/printenv HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /server-info?mod_info.c HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "<SCRIPT>NXSSTEST</SCRIPT> / HTTP/1.1" 400 5055 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/test-cgi HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /docs/htdocs HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /server-status?refresh=1;http://example.com HTTP/1.1" 403 4999 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /blazeds/messagebroker/http HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /welcome.html HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /index.html HTTP/1.1" 200 992 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET / HTTP/1.1" 417 5212 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /blazeds/messagebroker/httpsecure HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /server-status?refresh=1;http://example.com HTTP/1.1" 403 4999 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /samples/messagebroker/http HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /samples/messagebroker/httpsecure HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /lcds/messagebroker/http HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /server-status?refresh=1;http://example.com HTTP/1.1" 403 4999 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /error/%2e%2e%5cconf%5chttpd.conf HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/rpm_query HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "PROPFIND / HTTP/1.1" 405 5064 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /spiffymcgee.rpd7 HTTP/1.1" 400 5055 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /index.htm HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/help.cfm HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /server-status?auto HTTP/1.1" 403 4999 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/htsearch?Exclude=%60/etc/passwd%60 HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/printenv.pl HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /server-status?auto HTTP/1.1" 403 4999 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /xmlrpc.php HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/i.cfm HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /index.html HTTP/1.1" 200 963 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /doc/packages/ HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /serendipity/serendipity_xmlrpc.php HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /spiffymcgee.rpd7 HTTP/1.1" 400 5055 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/r.cfm HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /serendipity/xmlrpc.php HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /drupal/xmlrpc.php HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /bblog/xmlrpc.php HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /blogs/xmlsrv/xmlrpc.php HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /lcds/messagebroker/httpsecure HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /server-status?auto HTTP/1.1" 403 4999 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /xmlsrv/xmlrpc.php HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /Orion/Login.aspx HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /doc/ HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /index.shtml HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /lcds-samples/messagebroker/http HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /xmlrpc/xmlrpc.php HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /lcds-samples/messagebroker/httpsecure HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /script/xmlrpc.php HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /Orion/Login.aspx HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /Orion/Login.aspx HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /lucee/admin/ext.applications.upload.cfm HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /jkstatus/ HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /mifs/.;/services/LogService HTTP/1.1" 404 4996 "https://www.rapid7.com/" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /Orion/Login.aspx HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/administrator/enter.cfm?locale=../../../../../../../lib/password.properties%00en HTTP/1.1" 404 4993 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /cgi-bin/home.tcl HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/adminapi/base.cfc?wsdl HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/php.ini HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /Telerik.Web.UI.WebResource.axd?type=rau HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/view-source?../../../../../../../etc/passwd HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /crossdomain.xml HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /scripts/tools/newdsn.exe?driver=Microsoft%2BAccess%2BDriver%2B%28*.mdb%29&dsn=Web%20SQL&dbq=c:%5Ctemp%5Cxyz.mdb&newdb=CREATE_DB&attr= HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/faxsurvey?/bin/cat%20/etc/passwd HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/faxquery?/bin/cat%20/etc/passwd HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /cgi-bin/test-cgi HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/adminiapi/ HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /openam/oauth2/..;/ccversion/Version HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/awstats.pl?PluginMode=:print+%22x%22%2e(1042+%2b+1099)%2e%22x%22; HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /index.htm HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/administrator/ HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /?Class.classLoader.resources.cacheObjectMaxSize=foo HTTP/1.1" 200 5523 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /imc/fault/accessMgrServlet HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/awstats/awstats.pl?PluginMode=:print+%22x%22%2e(1042+%2b+1099)%2e%22x%22; HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /Orion/Login.aspx HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/administrator/enter.cfm HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/config.exp HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/htmlscript?../../../../../../../etc/passwd HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /struts2-blank/example/HelloWorld.action HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "TRACK / HTTP/1.1" 501 5060 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /flex2gateway/http HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /common/index.jsf HTTP/1.1" 404 4992 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /cgi/login HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /flex2gateway/httpsecure HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /c99.php HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /messagebroker/http HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /messagebroker/httpsecure HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /blazeds/messagebroker/http HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /AdvWorks/equipment/catalog_type.asp?ProductType=|shell(%22c:cmd.exe%22)| HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /conf/ssl/apache/integrity.key HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /blazeds/messagebroker/httpsecure HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /conf/ssl/apache/integrity-smartcenter.key HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /data/login HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /samples/messagebroker/http HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/wizards/common/ HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /samples/messagebroker/httpsecure HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/scheduler/ HTTP/1.1" 404 4996 "-" "-"
